id,db_id,name,kind,frame_key,archive,frame_index,resolution
,1000303,Classic Mixed Vegetable Sambar,recipe,Classic Mixed Vegetable Sambar,1,13785,direct
,1000304,Coconut Coriander Water,recipe,Coconut Coriander Water,1,5364,direct
,1000305,Coconut Ladoo,recipe,Coconut Ladoo,1,2422,direct
,1000306,Ajwain Cumin Legume Masala,recipe,Ajwain Cumin Legume Masala,1,5809,direct
,1000307,Beet Cumin Chutney,recipe,Beet Cumin Chutney,1,14375,direct
,1000308,Beet Cumin Quick Pickle,recipe,Beet Cumin Quick Pickle,1,11104,direct
,1000309,Beet Dill Raita,recipe,Beet Dill Raita,1,10804,direct
,1000310,Bottle Gourd Cumin Raita,recipe,Bottle Gourd Cumin Raita,1,12271,direct
,1000311,Cabbage Fennel Chutney,recipe,Cabbage Fennel Chutney,1,4385,direct
,1000312,Cabbage Turmeric Quick Pickle,recipe,Cabbage Turmeric Quick Pickle,1,12465,direct
,1000313,Cardamom Cinnamon Breakfast Spice,recipe,Cardamom Cinnamon Breakfast Spice,1,6552,direct
,1000314,Carrot Coriander Raita,recipe,Carrot Coriander Raita,1,11670,direct
,1000315,Carrot Fennel Chutney,recipe,Carrot Fennel Chutney,1,7458,direct
,1000316,Carrot Fennel Quick Pickle,recipe,Carrot Fennel Quick Pickle,1,4366,direct
,1000317,Cauliflower Cumin Quick Pickle,recipe,Cauliflower Cumin Quick Pickle,1,10977,direct
,1000318,Cilantro Coriander Herb Salt,recipe,Cilantro Coriander Herb Salt,1,2275,direct
,1000319,Coconut Mint Chutney II,recipe,Coconut Mint Chutney II,1,11131,direct
,1000320,Coriander Cumin Soup Spice,recipe,Coriander Cumin Soup Spice,1,5699,direct
,1000321,Coriander Fennel Vegetable Masala,recipe,Coriander Fennel Vegetable Masala,1,9780,direct
,1000322,Cucumber Fennel Raita,recipe,Cucumber Fennel Raita,1,11000,direct
,1000323,Cumin Coriander Table Masala,recipe,Cumin Coriander Table Masala,1,1874,direct
,1000324,Dill Fennel Herb Salt,recipe,Dill Fennel Herb Salt,1,5742,direct
,1000325,Fennel Amchur Chaat Masala,recipe,Fennel Amchur Chaat Masala,1,822,direct
,1000326,Fennel Bulb Cumin Quick Pickle,recipe,Fennel Bulb Cumin Quick Pickle,1,1255,direct
,1000327,Fennel Bulb Raita,recipe,Fennel Bulb Raita,1,12306,direct
,1000328,Fennel Cardamom Sweet Spice,recipe,Fennel Cardamom Sweet Spice,1,8313,direct
,1000329,Fennel Coriander Cooling Masala,recipe,Fennel Coriander Cooling Masala,1,2577,direct
,1000330,Fennel Mint Chutney,recipe,Fennel Mint Chutney,1,4907,direct
,1000331,Flax Cumin Dry Sprinkle,recipe,Flax Cumin Dry Sprinkle,1,11124,direct
,1000332,Four-Seed Tempering Mix,recipe,Four-Seed Tempering Mix,1,13893,direct
,1000333,Ginger Pepper Warming Masala,recipe,Ginger Pepper Warming Masala,1,8904,direct
,1000334,Green Bean Fennel Quick Pickle,recipe,Green Bean Fennel Quick Pickle,1,13997,direct
,1000335,Mild Sambar Masala II,recipe,Mild Sambar Masala II,1,7456,direct
,1000336,Mint Cilantro Raita,recipe,Mint Cilantro Raita,1,10999,direct
,1000337,Mint Cumin Herb Salt,recipe,Mint Cumin Herb Salt,1,10760,direct
,1000338,Peanut Cilantro Chutney,recipe,Peanut Cilantro Chutney,1,12238,direct
,1000339,Peanut Fennel Dry Chutney,recipe,Peanut Fennel Dry Chutney,1,12807,direct
,1000340,Pepper Cumin Rasam Masala,recipe,Pepper Cumin Rasam Masala,1,4900,direct
,1000341,Pumpkin Fennel Quick Pickle,recipe,Pumpkin Fennel Quick Pickle,1,12839,direct
,1000342,Pumpkin Fennel Raita,recipe,Pumpkin Fennel Raita,1,8571,direct
,1000343,Pumpkin Ginger Chutney,recipe,Pumpkin Ginger Chutney,1,12236,direct
,1000344,Radish Cilantro Chutney,recipe,Radish Cilantro Chutney,1,5700,direct
,1000345,Radish Coriander Quick Pickle,recipe,Radish Coriander Quick Pickle,1,11064,direct
,1000346,Cooked Radish Cumin Raita,recipe,Cooked Radish Cumin Raita,1,12251,direct
,1000347,Sesame Coriander Dry Chutney,recipe,Sesame Coriander Dry Chutney,1,559,direct
,1000348,Sesame Cumin Savory Sprinkle,recipe,Sesame Cumin Savory Sprinkle,1,10834,direct
,1000349,Spinach Coriander Raita,recipe,Spinach Coriander Raita,1,13266,direct
,1000350,Tomato Sesame Chutney,recipe,Tomato Sesame Chutney,1,4902,direct
,1000351,Turmeric Fennel Finishing Salt,recipe,Turmeric Fennel Finishing Salt,1,10508,direct
,1000352,Turnip Fennel Quick Pickle,recipe,Turnip Fennel Quick Pickle,1,12248,direct
,1000353,Zucchini Coriander Chutney,recipe,Zucchini Coriander Chutney,1,8987,direct
,1000354,Zucchini Coriander Quick Pickle,recipe,Zucchini Coriander Quick Pickle,1,7385,direct
,1000355,Zucchini Dill Raita,recipe,Zucchini Dill Raita,1,13821,direct
,1000356,Artichoke Leek Whole-Wheat Pasta,recipe,Artichoke Leek Whole-Wheat Pasta,1,5500,direct
,1000357,Artichoke Potato Rosemary Bake,recipe,Artichoke Potato Rosemary Bake,1,7814,direct
,1000358,Artichoke Potato Tray Roast,recipe,Artichoke Potato Tray Roast,1,1416,direct
,1000359,Whole-Wheat Asparagus Pea Pasta,recipe,Whole-Wheat Asparagus Pea Pasta,1,11538,direct
,1000360,Asparagus Pea Tofu Bake,recipe,Asparagus Pea Tofu Bake,1,13872,direct
,1000361,Asparagus Tofu Roast,recipe,Asparagus Tofu Roast,1,14179,direct
,1000362,Beet Buckwheat Dill Bake,recipe,Beet Buckwheat Dill Bake,1,13996,direct
,1000363,Whole-Wheat Beet Dill Pasta,recipe,Whole-Wheat Beet Dill Pasta,1,14276,direct
,1000364,Beet Fennel Roast,recipe,Beet Fennel Roast,1,4357,direct
,1000365,Whole-Wheat Broccoli Almond Pasta,recipe,Whole-Wheat Broccoli Almond Pasta,1,8920,direct
,1000366,Broccoli Cottage Cheese Gratin,recipe,Broccoli Cottage Cheese Gratin,1,12231,direct
,1000367,Broccoli Paneer Pasta,recipe,Broccoli Paneer Pasta,1,12200,direct
,1000368,Broccoli Tofu Roast,recipe,Broccoli Tofu Roast,1,4651,direct
,1000369,Cabbage Adzuki Tray Roast,recipe,Cabbage Adzuki Tray Roast,1,7778,direct
,1000370,Cabbage Lentil Bake,recipe,Cabbage Lentil Bake,1,676,direct
,1000371,Cabbage Pea Whole-Wheat Pasta,recipe,Cabbage Pea Whole-Wheat Pasta,1,613,direct
,1000372,Carrot Fennel Whole-Wheat Pasta,recipe,Carrot Fennel Whole-Wheat Pasta,1,12872,direct
,1000373,Carrot Quinoa Herb Bake,recipe,Carrot Quinoa Herb Bake,1,2423,direct
,1000374,Cauliflower Aged Cheese Gratin,recipe,Cauliflower Aged Cheese Gratin,1,3943,direct
,1000375,Cauliflower Chickpea Roast,recipe,Cauliflower Chickpea Roast,1,619,direct
,1000376,Whole-Wheat Cauliflower Parsley Pasta,recipe,Whole-Wheat Cauliflower Parsley Pasta,1,8885,direct
,1000377,Cauliflower Tomato Cottage Cheese Gratin,recipe,Cauliflower Tomato Cottage Cheese Gratin,1,13260,direct
,1000378,Eggplant Chickpea Roast,recipe,Eggplant Chickpea Roast,1,12100,direct
,1000379,Eggplant Tomato Cheese Gratin,recipe,Eggplant Tomato Cheese Gratin,1,12234,direct
,1000380,Whole-Wheat Eggplant Tomato Pasta,recipe,Whole-Wheat Eggplant Tomato Pasta,1,589,direct
,1000381,Green Bean Almond Roast,recipe,Green Bean Almond Roast,1,9265,direct
,1000382,Mixed Root Vegetable Roast,recipe,Mixed Root Vegetable Roast,1,8900,direct
,1000383,Mushroom Aged Cheese Pasta,recipe,Mushroom Aged Cheese Pasta,1,11480,direct
,1000384,Mushroom Spinach Cheese Bake,recipe,Mushroom Spinach Cheese Bake,1,5802,direct
,1000385,Whole-Wheat Mushroom Thyme Pasta,recipe,Whole-Wheat Mushroom Thyme Pasta,1,6841,direct
,1000386,Potato Carrot Rosemary Roast,recipe,Potato Carrot Rosemary Roast,1,7279,direct
,1000387,Potato Leek Cottage Cheese Gratin,recipe,Potato Leek Cottage Cheese Gratin,1,9102,direct
,1000388,Pumpkin Lentil Tray Roast,recipe,Pumpkin Lentil Tray Roast,1,11535,direct
,1000389,Whole-Wheat Pumpkin Rosemary Pasta,recipe,Whole-Wheat Pumpkin Rosemary Pasta,1,10841,direct
,1000390,Pumpkin Walnut Herb Bake,recipe,Pumpkin Walnut Herb Bake,1,4355,direct
,1000391,Red Pepper Tofu Roast,recipe,Red Pepper Tofu Roast,1,4352,direct
,1000392,Whole-Wheat Red Pepper Tomato Pasta,recipe,Whole-Wheat Red Pepper Tomato Pasta,1,669,direct
,1000393,Spinach Cottage Cheese Pasta,recipe,Spinach Cottage Cheese Pasta,1,13127,direct
,1000394,Whole-Wheat Spinach Walnut Pasta,recipe,Whole-Wheat Spinach Walnut Pasta,1,11714,direct
,1000395,Sweet Potato Black Bean Tray Roast,recipe,Sweet Potato Black Bean Tray Roast,1,8330,direct
,1000396,Sweet Potato Rosemary Pasta,recipe,Sweet Potato Rosemary Pasta,1,11742,direct
,1000397,Sweet Potato Spinach Paneer Gratin,recipe,Sweet Potato Spinach Paneer Gratin,1,3950,direct
,1000398,Tomato Aged Cheese Pasta,recipe,Tomato Aged Cheese Pasta,1,7787,direct
,1000399,Tomato Cottage Cheese Pasta,recipe,Tomato Cottage Cheese Pasta,1,10796,direct
,1000400,Tomato Paneer Basil Pasta,recipe,Tomato Paneer Basil Pasta,1,4654,direct
,1000401,Tomato Pepper Paneer Bake,recipe,Tomato Pepper Paneer Bake,1,14355,direct
,1000402,Turnip Mung Tray Roast,recipe,Turnip Mung Tray Roast,1,570,direct
,1000403,Whole-Wheat Pasta with Zucchini Herbs,recipe,Whole-Wheat Pasta with Zucchini Herbs,1,7780,direct
,1000404,Zucchini Mushroom Roast,recipe,Zucchini Mushroom Roast,1,4664,direct
,1000405,Zucchini Tomato Cheese Gratin,recipe,Zucchini Tomato Cheese Gratin,1,14269,direct
,1000406,Coriander Chutney,recipe,Coriander Chutney,1,10196,direct
,1000407,Coriander Fennel Tea,recipe,Coriander Fennel Tea,1,1617,direct
,1000408,Coriander Leaf Rasam,recipe,Coriander Leaf Rasam,1,9730,direct
,1000409,Coriander Mung Dal,recipe,Coriander Mung Dal,1,13264,direct
,1000410,Coriander Rice Peya,recipe,Coriander Rice Peya,1,10998,direct
,1000411,Coriander Takra,recipe,Coriander Takra,1,3363,direct
,1000412,Warm Corn Chaat,recipe,Warm Corn Chaat,1,10629,direct
,1000413,Cucumber Raita,recipe,Cucumber Raita,1,12254,direct
,1000414,Cumin Coriander Fennel Churna,recipe,Cumin Coriander Fennel Churna,1,11633,direct
,1000415,Cumin-Coriander Rasam,recipe,Cumin-Coriander Rasam,1,13585,direct
,1000416,Cumin Ginger Tea,recipe,Cumin Ginger Tea,1,9334,direct
,1000417,Cumin Masoor Dal,recipe,Cumin Masoor Dal,1,10985,direct
,1000418,Cumin Rice Vilepi,recipe,Cumin Rice Vilepi,1,10334,direct
,1000419,Curd Oats Bowl,recipe,Curd Oats Bowl,1,9939,direct
,1000420,Curry Leaf Chutney,recipe,Curry Leaf Chutney,1,5724,direct
,1000421,Curry Leaf Takra,recipe,Curry Leaf Takra,1,3362,direct
,1000422,Dalia (Broken Wheat) Porridge,recipe,Dalia (Broken Wheat) Porridge,1,12268,direct
,1000423,Daliya Khichdi,recipe,Daliya Khichdi,1,10798,direct
,1000424,Date Milk,recipe,Date Milk,1,1132,direct
,1000425,Date-Raisin Avaleha-Style Preserve,recipe,Date-Raisin Avaleha-Style Preserve,1,10180,direct
,1000426,Almond Apricot Dessert Truffles,recipe,Almond Apricot Dessert Truffles,1,8315,direct
,1000427,Almond-Milk Barley Raisin Pudding,recipe,Almond-Milk Barley Raisin Pudding,1,14089,direct
,1000428,Warm Almond Chia Pear Pudding,recipe,Warm Almond Chia Pear Pudding,1,1312,direct
,1000429,Almond Date Dessert Truffles,recipe,Almond Date Dessert Truffles,1,6831,direct
,1000430,Almond-Milk Millet Date Pudding,recipe,Almond-Milk Millet Date Pudding,1,1319,direct
,1000431,Almond-Milk Rice Pudding,recipe,Almond-Milk Rice Pudding,1,10332,direct
,1000432,Almond-Milk Tapioca Pudding,recipe,Almond-Milk Tapioca Pudding,1,12264,direct
,1000433,Amaranth Jaggery Dessert Squares,recipe,Amaranth Jaggery Dessert Squares,1,11761,direct
,1000434,Apple Dairy Rice Pudding,recipe,Apple Dairy Rice Pudding,1,6156,direct
,1000435,Warm Apple Oat Crumble,recipe,Warm Apple Oat Crumble,1,689,direct
,1000436,Warm Apricot Pistachio Crisp,recipe,Warm Apricot Pistachio Crisp,1,4588,direct
,1000437,Banana Dairy Oat Pudding,recipe,Banana Dairy Oat Pudding,1,12394,direct
,1000438,Warm Banana Oat Bake,recipe,Warm Banana Oat Bake,1,6946,direct
,1000439,Beet Pear Dessert Bake,recipe,Beet Pear Dessert Bake,1,12402,direct
,1000440,Blueberry Dairy Quinoa Pudding,recipe,Blueberry Dairy Quinoa Pudding,1,5693,direct
,1000441,Warm Blueberry Oat Crumble,recipe,Warm Blueberry Oat Crumble,1,10317,direct
,1000442,Blueberry Peach Crisp,recipe,Blueberry Peach Crisp,1,8314,direct
,1000443,Carrot Apple Dessert Bake,recipe,Carrot Apple Dessert Bake,1,1912,direct
,1000444,Cashew Fig Dessert Truffles,recipe,Cashew Fig Dessert Truffles,1,12991,direct
,1000445,Warm Cherry Almond Crisp,recipe,Warm Cherry Almond Crisp,1,14103,direct
,1000446,Coconut Date Dessert Truffles,recipe,Coconut Date Dessert Truffles,1,11156,direct
,1000447,Coconut Fig Dessert Truffles,recipe,Coconut Fig Dessert Truffles,1,1415,direct
,1000448,Warm Date Apple Bake,recipe,Warm Date Apple Bake,1,14270,direct
,1000449,Warm Fig Walnut Bake,recipe,Warm Fig Walnut Bake,1,9726,direct
,1000450,Warm Grape Pear Bake,recipe,Warm Grape Pear Bake,1,8922,direct
,1000451,Warm Mango Coconut Bake,recipe,Warm Mango Coconut Bake,1,11567,direct
,1000452,Mango Dairy Millet Pudding,recipe,Mango Dairy Millet Pudding,1,9002,direct
,1000453,Oat-Milk Amaranth Fig Pudding,recipe,Oat-Milk Amaranth Fig Pudding,1,10980,direct
,1000454,Oat Date Dessert Truffles,recipe,Oat Date Dessert Truffles,1,2852,direct
,1000455,Oat-Milk Quinoa Pudding,recipe,Oat-Milk Quinoa Pudding,1,13965,direct
,1000456,Oat-Milk Ragi Date Pudding,recipe,Oat-Milk Ragi Date Pudding,1,10312,direct
,1000457,Warm Peach Almond Crisp,recipe,Warm Peach Almond Crisp,1,9955,direct
,1000458,Peach Dairy Millet Pudding,recipe,Peach Dairy Millet Pudding,1,12263,direct
,1000459,Peanut Raisin Dessert Truffles,recipe,Peanut Raisin Dessert Truffles,1,7813,direct
,1000460,Warm Pear Walnut Crumble,recipe,Warm Pear Walnut Crumble,1,13777,direct
,1000461,Warm Pineapple Coconut Bake,recipe,Warm Pineapple Coconut Bake,1,13833,direct
,1000462,Pineapple Dairy Rice Pudding,recipe,Pineapple Dairy Rice Pudding,1,11135,direct
,1000463,Pistachio Apricot Truffles,recipe,Pistachio Apricot Truffles,1,4985,direct
,1000464,Warm Plum Oat Crisp,recipe,Warm Plum Oat Crisp,1,8355,direct
,1000465,Warm Pomegranate Pear Bake,recipe,Warm Pomegranate Pear Bake,1,12101,direct
,1000466,Pumpkin Apple Crumble,recipe,Pumpkin Apple Crumble,1,9923,direct
,1000467,Pumpkin Seed Date Truffles,recipe,Pumpkin Seed Date Truffles,1,9526,direct
,1000468,Sesame Date Dessert Truffles,recipe,Sesame Date Dessert Truffles,1,9268,direct
,1000469,Sesame Prune Truffles,recipe,Sesame Prune Truffles,1,3244,direct
,1000470,Strawberry Apple Crisp,recipe,Strawberry Apple Crisp,1,9740,direct
,1000471,Strawberry Dairy Tapioca Pudding,recipe,Strawberry Dairy Tapioca Pudding,1,6913,direct
,1000472,Sunflower Apricot Truffles,recipe,Sunflower Apricot Truffles,1,6859,direct
,1000473,Sweet Potato Pear Crumble,recipe,Sweet Potato Pear Crumble,1,4078,direct
,1000474,Walnut Fig Dessert Truffles,recipe,Walnut Fig Dessert Truffles,1,11232,direct
,1000475,Walnut Prune Dessert Truffles,recipe,Walnut Prune Dessert Truffles,1,14306,direct
,1000476,Fennel Almond-Milk Warmer,recipe,Fennel Almond-Milk Warmer,1,5179,direct
,1000477,Licorice Almond-Milk Warmer,recipe,Licorice Almond-Milk Warmer,1,1645,direct
,1000478,Apple Almond Cinnamon Smoothie,recipe,Apple Almond Cinnamon Smoothie,1,1039,direct
,1000479,Apricot Almond-Milk Smoothie,recipe,Apricot Almond-Milk Smoothie,1,1153,direct
,1000480,Avocado Almond-Milk Smoothie,recipe,Avocado Almond-Milk Smoothie,1,2662,direct
,1000481,Banana Almond-Milk Smoothie,recipe,Banana Almond-Milk Smoothie,1,11690,direct
,1000482,Banana Cow-Milk Smoothie,recipe,Banana Cow-Milk Smoothie,1,3525,direct
,1000483,Banana Oat-Milk Smoothie,recipe,Banana Oat-Milk Smoothie,1,1623,direct
,1000484,Beet Apple Oat-Milk Smoothie,recipe,Beet Apple Oat-Milk Smoothie,1,13644,direct
,1000485,Blueberry Almond Smoothie,recipe,Blueberry Almond Smoothie,1,3935,direct
,1000486,Blueberry Cow-Milk Smoothie,recipe,Blueberry Cow-Milk Smoothie,1,8740,direct
,1000487,Blueberry Pear Oat-Milk Smoothie,recipe,Blueberry Pear Oat-Milk Smoothie,1,13788,direct
,1000488,Cardamom Almond-Milk Warmer,recipe,Cardamom Almond-Milk Warmer,1,1624,direct
,1000489,Cardamom Soy-Milk Warmer,recipe,Cardamom Soy-Milk Warmer,1,1052,direct
,1000490,Carrot Ginger Almond-Milk Smoothie,recipe,Carrot Ginger Almond-Milk Smoothie,1,3930,direct
,1000491,Cherry Almond-Milk Smoothie,recipe,Cherry Almond-Milk Smoothie,1,7601,direct
,1000492,Cinnamon Oat-Milk Warmer,recipe,Cinnamon Oat-Milk Warmer,1,7589,direct
,1000493,Cucumber Mint Coconut-Water Smoothie,recipe,Cucumber Mint Coconut-Water Smoothie,1,3645,direct
,1000494,Date Almond-Milk Smoothie,recipe,Date Almond-Milk Smoothie,1,4395,direct
,1000495,Date Almond-Milk Warmer,recipe,Date Almond-Milk Warmer,1,10732,direct
,1000496,Fig Oat-Milk Smoothie,recipe,Fig Oat-Milk Smoothie,1,3922,direct
,1000497,Fig Oat-Milk Warmer,recipe,Fig Oat-Milk Warmer,1,1308,direct
,1000498,Ginger Oat-Milk Warmer,recipe,Ginger Oat-Milk Warmer,1,5377,direct
,1000499,Grape Fennel Coconut-Water Smoothie,recipe,Grape Fennel Coconut-Water Smoothie,1,10481,direct
,1000500,Kale Apple Oat-Milk Smoothie,recipe,Kale Apple Oat-Milk Smoothie,1,8741,direct
,1000501,Mango Banana Coconut-Water Smoothie,recipe,Mango Banana Coconut-Water Smoothie,1,1142,direct
,1000502,Mango Coconut Water Smoothie,recipe,Mango Coconut Water Smoothie,1,5376,direct
,1000503,Mango Yogurt Smoothie,recipe,Mango Yogurt Smoothie,1,9375,direct
,1000504,Nutmeg Oat-Milk Warmer,recipe,Nutmeg Oat-Milk Warmer,1,11032,direct
,1000505,Rose Oat-Milk Warmer,recipe,Rose Oat-Milk Warmer,1,4398,direct
,1000506,Papaya Almond-Milk Smoothie,recipe,Papaya Almond-Milk Smoothie,1,3309,direct
,1000507,Papaya Date Almond-Milk Smoothie,recipe,Papaya Date Almond-Milk Smoothie,1,1133,direct
,1000508,Peach Oat-Milk Smoothie,recipe,Peach Oat-Milk Smoothie,1,1154,direct
,1000509,Pear Oat Cardamom Smoothie,recipe,Pear Oat Cardamom Smoothie,1,5360,direct
,1000510,Pineapple Coconut Water Smoothie,recipe,Pineapple Coconut Water Smoothie,1,1681,direct
,1000511,Pineapple Yogurt Smoothie,recipe,Pineapple Yogurt Smoothie,1,6891,direct
,1000512,Pistachio Oat-Milk Warmer,recipe,Pistachio Oat-Milk Warmer,1,967,direct
,1000513,Plum Oat-Milk Smoothie,recipe,Plum Oat-Milk Smoothie,1,4943,direct
,1000514,Pomegranate Almond-Milk Smoothie,recipe,Pomegranate Almond-Milk Smoothie,1,7602,direct
,1000515,Pomegranate Beet Coconut-Water Smoothie,recipe,Pomegranate Beet Coconut-Water Smoothie,1,12660,direct
,1000516,Pumpkin Date Almond-Milk Smoothie,recipe,Pumpkin Date Almond-Milk Smoothie,1,7603,direct
,1000517,Saffron Almond-Milk Warmer,recipe,Saffron Almond-Milk Warmer,1,11943,direct
,1000518,Sesame Almond-Milk Warmer,recipe,Sesame Almond-Milk Warmer,1,8569,direct
,1000519,Soy Turmeric Warmer,recipe,Soy Turmeric Warmer,1,3584,direct
,1000520,Spinach Pear Almond-Milk Smoothie,recipe,Spinach Pear Almond-Milk Smoothie,1,1661,direct
,1000521,Strawberry Banana Almond-Milk Smoothie,recipe,Strawberry Banana Almond-Milk Smoothie,1,7881,direct
,1000522,Strawberry Oat-Milk Smoothie,recipe,Strawberry Oat-Milk Smoothie,1,8606,direct
,1000523,Strawberry Yogurt Smoothie,recipe,Strawberry Yogurt Smoothie,1,1309,direct
,1000524,Sweet Potato Oat-Milk Smoothie,recipe,Sweet Potato Oat-Milk Smoothie,1,10213,direct
,1000525,Turmeric Almond-Milk Warmer,recipe,Turmeric Almond-Milk Warmer,1,3465,direct
,1000526,Drumstick Curry,recipe,Drumstick Curry,1,5808,direct
,1000527,Drumstick Sambar,recipe,Drumstick Sambar,1,9769,direct
,1000528,Drumstick Toor Dal,recipe,Drumstick Toor Dal,1,8984,direct
,1000529,Dry Fruit Ladoo (No Sugar),recipe,Dry Fruit Ladoo (No Sugar),1,7138,direct
,1000530,Panchmeva Milk Shake,recipe,Panchmeva Milk Shake,1,5375,direct
,1000531,Adzuki Pumpkin Curry,recipe,Adzuki Pumpkin Curry,1,5727,direct
,1000532,Amaranth Fennel Breakfast Bowl,recipe,Amaranth Fennel Breakfast Bowl,1,8959,direct
,1000533,Amaranth Fennel Pancake,recipe,Amaranth Fennel Pancake,1,12463,direct
,1000534,Amaranth Leaf Paratha,recipe,Amaranth Leaf Paratha,1,11285,direct
,1000535,Amaranth Vegetable Pot,recipe,Amaranth Vegetable Pot,1,5713,direct
,1000536,Bajra Cumin Flatbread,recipe,Bajra Cumin Flatbread,1,4227,direct
,1000537,Bajra Spinach Pot,recipe,Bajra Spinach Pot,1,4913,direct
,1000538,Barley Cumin Pancake,recipe,Barley Cumin Pancake,1,5059,direct
,1000539,Barley Mung Breakfast Pongal,recipe,Barley Mung Breakfast Pongal,1,7262,direct
,1000540,Barley Vegetable Pilaf,recipe,Barley Vegetable Pilaf,1,4375,direct
,1000541,Beetroot Fennel Paratha,recipe,Beetroot Fennel Paratha,1,4429,direct
,1000542,Everyday Beetroot Pulao,recipe,Everyday Beetroot Pulao,1,12876,direct
,1000543,Beetroot Fennel Uttapam,recipe,Beetroot Fennel Uttapam,1,6593,direct
,1000544,Besan Carrot Chilla,recipe,Besan Carrot Chilla,1,10766,direct
,1000545,Besan Wheat Breakfast Roti,recipe,Besan Wheat Breakfast Roti,1,12451,direct
,1000546,Black Bean Sweet Potato Masala,recipe,Black Bean Sweet Potato Masala,1,9728,direct
,1000547,Brown Lentil Carrot-Celery Dal,recipe,Brown Lentil Carrot-Celery Dal,1,14295,direct
,1000548,Brown Rice Breakfast Pot,recipe,Brown Rice Breakfast Pot,1,13569,direct
,1000549,Brown Rice Green Bean Pilaf,recipe,Brown Rice Green Bean Pilaf,1,8868,direct
,1000550,Brown Rice Masoor Pot,recipe,Brown Rice Masoor Pot,1,3962,direct
,1000551,Buckwheat Potato Pancake,recipe,Buckwheat Potato Pancake,1,886,direct
,1000552,Cabbage Carrot Pea Curry,recipe,Cabbage Carrot Pea Curry,1,7330,direct
,1000553,Cabbage Cumin Uttapam,recipe,Cabbage Cumin Uttapam,1,13697,direct
,1000554,Carrot Cumin Paratha,recipe,Carrot Cumin Paratha,1,8882,direct
,1000555,Everyday Carrot Pea Pulao,recipe,Everyday Carrot Pea Pulao,1,10765,direct
,1000556,Carrot Cilantro Uttapam,recipe,Carrot Cilantro Uttapam,1,3097,direct
,1000557,Cauliflower Coriander Paratha,recipe,Cauliflower Coriander Paratha,1,5781,direct
,1000558,Cauliflower Pea Curry,recipe,Cauliflower Pea Curry,1,5696,direct
,1000559,Chana Dal with Cauliflower,recipe,Chana Dal with Cauliflower,1,5147,direct
,1000560,Chana Dal with Ridge Gourd,recipe,Chana Dal with Ridge Gourd,1,5694,direct
,1000561,Chana Dal with Spinach,recipe,Chana Dal with Spinach,1,12385,direct
,1000562,Chana Dal with Sweet Potato,recipe,Chana Dal with Sweet Potato,1,9765,direct
,1000563,Chickpea Potato Curry,recipe,Chickpea Potato Curry,1,9766,direct
,1000564,Chickpea Rice Pot,recipe,Chickpea Rice Pot,1,4067,direct
,1000565,Coconut Mint Rice,recipe,Coconut Mint Rice,1,11129,direct
,1000566,Coconut Rice Sevai,recipe,Coconut Rice Sevai,1,4055,direct
,1000567,Corn Cilantro Pancake,recipe,Corn Cilantro Pancake,1,9294,direct
,1000568,Dill Seeded Paratha,recipe,Dill Seeded Paratha,1,5800,direct
,1000569,Eggplant Chickpea Curry,recipe,Eggplant Chickpea Curry,1,5807,direct
,1000570,Green Pea Paratha,recipe,Green Pea Paratha,1,3841,direct
,1000571,Green Pea Uttapam,recipe,Green Pea Uttapam,1,624,direct
,1000572,Jowar Methi Flatbread,recipe,Jowar Methi Flatbread,1,8930,direct
,1000573,Jowar Spinach Dosa,recipe,Jowar Spinach Dosa,1,5881,direct
,1000574,Jowar Vegetable Pot,recipe,Jowar Vegetable Pot,1,8303,direct
,1000575,Masoor Beetroot Dal,recipe,Masoor Beetroot Dal,1,5726,direct
,1000576,Masoor Carrot Dal,recipe,Masoor Carrot Dal,1,10809,direct
,1000577,Masoor Dal with Eggplant,recipe,Masoor Dal with Eggplant,1,8944,direct
,1000578,Masoor Dal with Green Beans,recipe,Masoor Dal with Green Beans,1,12398,direct
,1000579,Masoor Spinach Chilla,recipe,Masoor Spinach Chilla,1,680,direct
,1000580,Millet Carrot Pongal,recipe,Millet Carrot Pongal,1,3948,direct
,1000581,Mung Dal with Amaranth Leaves,recipe,Mung Dal with Amaranth Leaves,1,8938,direct
,1000582,Mung Beetroot Chilla,recipe,Mung Beetroot Chilla,1,12871,direct
,1000583,Everyday Mung and Lauki Dal,recipe,Everyday Mung and Lauki Dal,1,7427,direct
,1000584,Mung Dal with Fresh Methi,recipe,Mung Dal with Fresh Methi,1,7264,direct
,1000585,Mung Dal with Okra,recipe,Mung Dal with Okra,1,9719,direct
,1000586,Mung Dal with Zucchini,recipe,Mung Dal with Zucchini,1,9944,direct
,1000587,Mushroom Pea Curry,recipe,Mushroom Pea Curry,1,8971,direct
,1000588,Mushroom Coriander Uttapam,recipe,Mushroom Coriander Uttapam,1,8890,direct
,1000589,Oat Zucchini Chilla,recipe,Oat Zucchini Chilla,1,9227,direct
,1000590,Okra Potato Curry,recipe,Okra Potato Curry,1,9787,direct
,1000591,Paneer Tomato Curry,recipe,Paneer Tomato Curry,1,11254,direct
,1000592,Paneer Tomato Uttapam,recipe,Paneer Tomato Uttapam,1,10653,direct
,1000593,Paneer Zucchini Curry,recipe,Paneer Zucchini Curry,1,12224,direct
,1000594,Green Pea Besan Chilla,recipe,Green Pea Besan Chilla,1,7276,direct
,1000595,Green Plantain Chickpea Curry,recipe,Green Plantain Chickpea Curry,1,10402,direct
